age,type_employer,fnlwgt
29,?,325729
42,Private,211702
45,Private,230478
49,Federal-gov,117842
26,Private,195530
23,Private,382139
47,Private,140196
26,Private,154952
26,Private,122253
42,State-gov,263624
38,Self-emp-not-inc,39245
17,Self-emp-not-inc,93951
61,Local-gov,218043
37,Private,197835
28,Private,240222
31,Private,163783
28,Self-emp-inc,261379
59,Private,121060
23,Private,159738
68,Private,143566
21,Private,226225
37,Private,168611
32,Private,143590
25,Federal-gov,90800
39,Self-emp-not-inc,35310
31,Federal-gov,189874
53,Private,97815
17,?,322507
17,Private,121241
68,Self-emp-not-inc,328913
40,Private,28043
26,Private,293332
44,Self-emp-inc,328466
48,Private,92624
37,Self-emp-inc,263873
42,Private,278427
31,Self-emp-inc,175726
18,Private,112476
43,Private,433832
54,Private,376752
25,Private,59989
41,Private,268111
47,Private,297755
37,Private,242539
29,Private,350529
22,Private,274200
18,Private,191911
65,Self-emp-not-inc,104795
31,State-gov,204946
71,Self-emp-inc,88560
48,Local-gov,316183
26,Local-gov,49040
24,Private,90321
47,Self-emp-not-inc,155071
41,Federal-gov,123930
51,?,145311
35,Private,312178
26,Private,308582
36,?,374533
46,Self-emp-inc,180187
45,Private,271419
59,Self-emp-not-inc,239960
57,Private,187130
29,Local-gov,307105
28,Private,213848
41,Private,239713
29,Private,152789
36,Private,93757
43,Private,211756
44,Private,146203
44,Private,160741
66,Private,95185
17,Private,243477
37,Federal-gov,31471
50,Federal-gov,187102
27,Private,186359
29,Federal-gov,83507
57,Local-gov,169205
39,Self-emp-inc,172046
28,Self-emp-inc,65270
32,Private,205272
40,Private,88318
18,?,196024
28,Self-emp-not-inc,191775
52,Private,180295
24,?,215813
71,Private,109963
45,Private,361243
57,?,167054
24,Private,179913
57,Private,46729
24,Private,265388
37,State-gov,181645
22,Federal-gov,112366
25,Private,298514
25,Private,97114
33,Private,296528
64,Private,134887
45,Private,191051
28,Private,152816
28,Self-emp-not-inc,61200
38,Private,259049
69,Private,210833
28,Private,50180
29,Self-emp-not-inc,98874
39,Self-emp-not-inc,379397
42,Self-emp-inc,286822
17,Private,186542
44,Private,177594
26,Private,194170
40,Private,45657
74,Private,20510
38,Private,361032
57,Private,316803
32,Private,273862
25,Private,101503
52,Private,92153
44,?,200273
22,Private,460309
21,Private,176876
34,Private,37695
31,Private,240473
27,Local-gov,177970
72,Local-gov,176414
25,Private,49759
29,Private,195501
18,Private,372924
35,Private,136314
37,Federal-gov,29188
26,Private,33786
38,Private,264679
22,Private,243718
28,?,299595
20,Private,170824
35,Private,25848
18,Private,57297
28,Private,474328
42,Self-emp-not-inc,67667
28,Private,39021
35,Local-gov,53672
71,Federal-gov,130128
34,Private,34794
34,Private,194728
80,Private,94870
42,Private,303333
35,Private,256059
31,Private,135682
18,Private,410496
35,Self-emp-inc,187258
26,Private,177184
43,Private,153571
18,Local-gov,182367
38,Private,119529
29,Self-emp-not-inc,84017
65,Federal-gov,149496
17,?,38997
27,?,152931
47,Private,232640
26,Private,155755
40,Private,342067
37,Local-gov,113946
24,Private,166033
28,Private,314350
26,Self-emp-inc,95362
19,Private,90525
29,Private,136042
39,Local-gov,342419
20,?,103719
30,Private,164767
43,Local-gov,259784
54,Private,131887
21,?,83974
32,Private,126016
18,Self-emp-inc,181838
29,Private,185288
40,Private,201136
28,Private,77463
37,Private,287859
68,Self-emp-inc,163656
25,Private,241263
22,Private,137076
28,Private,163755
32,Private,319057
21,Private,189258
37,Private,88942
36,Private,204376
49,Private,80601
31,Self-emp-inc,120661
32,Private,161713
32,Private,180483
55,?,219205
40,?,39674
51,Private,208544
31,Private,217898
28,Private,113477
62,Self-emp-not-inc,191467
38,Private,154651
28,Private,220224
44,Federal-gov,43833
42,Private,130606
19,Private,90111
47,Private,340432
30,Private,148406
46,Local-gov,237926
55,Private,94185
42,Private,86045
43,Federal-gov,24935
38,Private,280978
56,Private,181166
59,Private,157553
49,Private,178769
25,Private,64981
21,?,254864
27,Federal-gov,50612
41,Private,180213
42,Private,160913
57,Federal-gov,208420
71,?,192664
34,Private,195375
34,Private,209047
40,Private,24069
45,Local-gov,181849
19,Private,164874
40,Private,80109
23,?,128070
26,Private,84466
23,Private,229533
33,Private,159611
32,Self-emp-inc,87613
57,Federal-gov,131526
28,Private,113681
64,Self-emp-not-inc,251044
35,Private,126525
44,Private,78622
35,Private,28158
39,Private,244763
54,Private,180179
27,?,246981
60,Private,202802
19,Private,192968
71,Private,248287
29,Self-emp-not-inc,44388
27,Private,38872
28,Private,205405
26,Private,76289
47,Private,159426
29,Self-emp-not-inc,314011
41,Private,361479
18,State-gov,454036
52,Private,108979
27,Private,189877
27,Private,49450
42,Local-gov,225930
37,Private,186049
39,Private,176276
25,Private,134722
38,?,31826
37,Private,212578
50,Private,47754
61,Private,316303
41,Local-gov,202084
54,?,159919
23,?,226752
48,Private,160788
19,Self-emp-inc,150704
37,Private,70107
25,Private,695801
41,Private,238509
56,Private,108194
60,Private,138471
39,Private,192878
25,Local-gov,341837
28,Private,143861
64,Self-emp-not-inc,174740
48,Private,166158
52,Private,186867
45,Private,253733
25,Private,201519
35,Self-emp-inc,394087
59,?,225839
17,?,176192
66,Private,192972
27,Private,142419
27,Private,45753
60,Private,174024
25,Private,183478
54,Private,191418
59,Self-emp-inc,15306
36,Private,103265
38,Self-emp-not-inc,187714
35,Private,202298
39,?,20311
40,Private,105778
36,Private,116977
28,State-gov,92888
58,Private,167978
53,Private,128668
25,Private,195062
19,Private,34399
25,Private,98765
54,Private,428847
40,Local-gov,35891
31,Self-emp-inc,148891
27,Private,273773
46,Private,197798
54,Private,42166
33,Private,98004
26,Local-gov,18445
25,Local-gov,159980
25,?,433968
47,Local-gov,39154
43,Private,82737
46,Federal-gov,84089
55,Local-gov,355355
52,Private,79494
24,Federal-gov,151824
18,Private,205518
45,Private,214254
38,Private,83504
27,Private,233582
47,Private,169055
36,Self-emp-inc,194070
44,Private,48788
48,Local-gov,349180
37,Self-emp-inc,328186
50,Local-gov,88268
28,Private,153946
27,Private,377335
22,Private,304677
57,Private,255295
28,Self-emp-inc,399478
49,Local-gov,287200
34,Private,332921
40,Local-gov,246535
62,Local-gov,254281
19,Private,397811
38,Private,131768
17,Private,96673
17,Private,260634
42,Private,89376
38,?,243935
73,Self-emp-inc,96805
44,Private,40653
32,Self-emp-inc,167788
28,Private,228528
28,Self-emp-inc,31478
31,State-gov,23463
46,Private,198287
36,Self-emp-not-inc,127401
19,Private,376756
39,Local-gov,197931
25,Private,86162
52,Private,141416
39,Self-emp-inc,208989
19,Private,176372
41,Private,121631
19,Private,366727
24,Private,299322
33,Federal-gov,338706
18,Private,222902
30,Private,249627
28,Private,198601
29,Private,292560
60,Self-emp-inc,200079
17,Private,468908
44,Private,264906
24,Private,333006
35,Federal-gov,39238
35,Private,144802
24,?,166109
29,Private,103782
33,Local-gov,174208
50,Private,109013
26,?,674808
52,Private,166297
33,Self-emp-inc,182294
48,Private,131129
54,Private,116548
63,Self-emp-not-inc,234047
45,Private,266274
48,Local-gov,158262
28,Private,259257
44,Self-emp-not-inc,68832
18,Private,114520
72,Self-emp-inc,180338
51,Private,273629
20,Private,94462
40,Self-emp-not-inc,285180
24,Private,401986
58,Private,92237
37,Private,64721
42,Local-gov,55694
40,Self-emp-inc,70945
23,Private,143144
63,Private,197014
40,Private,94632
26,?,194665
28,Private,70872
25,Private,174173
19,?,209704
28,Private,35720
52,Private,153071
40,Local-gov,343873
36,Private,178674
51,Private,299576
44,Private,92812
49,Private,172917
31,Private,148563
33,Local-gov,131508
38,Private,45320
57,Self-emp-not-inc,40630
54,Private,210803
47,Private,188130
57,Private,202744
22,?,47876
24,Local-gov,37853
25,Private,186277
27,Private,192702
26,?,75049
68,Private,93461
28,Private,179891
20,Private,107369
26,Private,98954
24,Private,54064
48,Private,161756
39,Private,109559
23,Private,659308
33,Private,177072
41,Private,338807
24,Private,141328
20,Private,175836
28,Local-gov,31585
33,Self-emp-inc,215199
25,?,161299
43,Self-emp-inc,182574
34,Self-emp-not-inc,23467
33,Self-emp-not-inc,112279
50,Federal-gov,111511
29,Private,116327
44,Private,275030
28,Private,170952
33,Private,128279
37,Federal-gov,186899
52,Self-emp-inc,119063
65,Private,253462
56,Private,92184
49,Private,103439
52,Federal-gov,158733
53,Private,141711
43,Local-gov,711498
29,Private,112088
22,?,153487
50,Private,160814
72,Self-emp-not-inc,210895
26,Federal-gov,36804
38,Private,214712
25,Private,229166
34,Private,514949
33,Private,53709
42,Private,181808
20,?,78968
49,?,174205
17,Private,81474
59,?,274479
39,Private,223128
53,Private,144264
61,Self-emp-inc,191621
39,State-gov,181130
58,Private,165518
17,?,336857
48,Private,360418
33,?,41337
26,Private,193222
30,?,131128
51,Federal-gov,48553
50,Private,203425
17,?,118421
33,Private,161287
25,Private,106219
27,Private,61833
35,Self-emp-inc,124995
43,Private,169729
42,Private,48451
70,Private,243740
31,Private,102720
24,Private,221209
24,Private,178729
46,Private,120828
48,Private,128865
17,Private,319544
34,Private,184668
23,Private,91636
48,Private,98281
18,?,223739
49,Private,187389
26,Private,103604
27,Self-emp-not-inc,171177
41,Private,277394
61,?,199236
35,Private,61906
60,Federal-gov,200188
41,Federal-gov,92374
35,Private,256300
38,Local-gov,318980
28,Private,32684
40,Local-gov,196049
43,Private,191186
47,Private,225698
17,Local-gov,42227
32,Private,97957
29,Private,241032
26,?,172245
63,Local-gov,74758
19,Private,224653
35,Private,352840
28,Private,133412
38,Private,359493
17,?,247525
40,Private,181492
18,Private,108632
74,Self-emp-inc,155256
34,Private,77091
28,Private,396039
28,Private,117405
46,Self-emp-inc,174423
27,Private,123801
27,Federal-gov,201757
27,Private,246934
27,Private,291018
32,Private,80881
18,Private,192058
34,Local-gov,116661
40,Private,182696
19,Private,49320
55,Private,117448
44,Private,124347
46,Private,49896
25,Self-emp-not-inc,348591
46,Private,322034
63,Local-gov,175874
25,Private,88555
31,?,47943
24,?,82772
27,Private,114716
22,Self-emp-not-inc,72009
33,Local-gov,290552
39,Federal-gov,241076
27,Private,197672
50,Private,63899
56,?,338253
42,Private,199759
27,Private,118236
39,Private,273850
29,Self-emp-inc,202252
50,Private,92533
67,Private,106761
61,Federal-gov,221459
34,Self-emp-inc,339385
41,State-gov,215685
17,Private,413459
39,Private,164020
45,?,151300
61,Private,175679
43,Private,159162
45,Private,178899
34,Private,187839
41,Self-emp-inc,210921
30,Private,137164
24,Private,169392
48,Private,211495
26,Self-emp-inc,113899
47,State-gov,154353
44,Private,291053
36,Private,140467
47,Self-emp-inc,203471
27,Private,51881
29,Self-emp-not-inc,78811
30,Private,41348
27,Private,319523
17,Private,109500
38,Private,194769
33,Private,83013
28,?,208154
20,Private,109393
40,Private,116039
51,Federal-gov,119280
56,Private,98509
45,Private,393414
37,Private,255521
51,Private,197824
62,Self-emp-not-inc,121955
34,Private,356848
48,Private,97323
21,Private,329999
63,Private,161393
45,Self-emp-inc,274550
25,State-gov,161112
27,Self-emp-not-inc,117849
59,Private,142084
26,Private,187194
60,Private,52013
69,Private,136197
44,Private,92159
57,Private,59041
48,Local-gov,170608
28,Private,370169
30,Private,138005
33,Private,170583
40,Local-gov,217948
55,?,189866
36,Private,227172
17,Federal-gov,97396
37,Self-emp-not-inc,124949
48,Private,52247
25,?,87882
55,Federal-gov,137028
44,?,227063
74,Private,123793
87,Self-emp-not-inc,88308
18,Private,73312
19,Self-emp-inc,304167
39,Private,209058
47,Private,208148
37,Federal-gov,355305
29,Self-emp-not-inc,37827
31,Private,160900
51,Private,168017
35,Private,248926
26,Private,66388
74,Private,184851
22,Private,144400
44,State-gov,31192
42,Private,81521
44,Local-gov,135497
50,Private,241464
43,Private,56465
27,Private,198741
53,Private,79811
17,?,293323
29,Private,156352
29,Private,155612
45,Private,251761
28,Federal-gov,154919
77,Private,189145
19,Private,92100
47,Private,143866
40,Self-emp-not-inc,112446
26,Private,49902
42,Private,276756
42,Private,241763
34,Self-emp-inc,351812
35,Private,37940
24,Local-gov,32820
28,State-gov,21432
34,Private,220547
33,Private,64342
39,Private,82737
53,Self-emp-not-inc,360679
27,Private,133625
33,Private,190472
22,Private,197097
43,Local-gov,154043
81,Private,209156
21,?,241455
45,Private,282530
32,Private,204285
31,Private,308211
24,Private,177156
34,Private,101714
30,Private,418407
61,?,330408
37,Federal-gov,252217
18,?,444923
28,Private,60603
28,Self-emp-inc,59995
61,Private,70367
19,?,170692
27,?,167220
65,Federal-gov,126007
41,State-gov,176808
29,?,235555
62,Local-gov,106291
21,Federal-gov,253242
66,Private,34980
35,Private,200571
49,Self-emp-inc,44564
49,Private,54133
45,Self-emp-not-inc,87491
27,Private,265333
27,Private,122407
41,Private,313290
43,Private,132577
18,Private,72450
46,Private,171470
54,Private,140991
56,Private,191591
61,Self-emp-not-inc,71764
63,Private,182237
25,Private,29138
27,?,200026
61,Private,67853
40,Private,207643
25,Private,240777
22,?,383946
28,Private,125744
26,Private,95562
31,Private,262791
33,Private,219087
34,Private,210608
30,Self-emp-inc,198981
32,Private,237770
48,Private,90311
19,Private,413721
54,?,241648
67,Private,97151
33,Self-emp-inc,23332
51,Private,176160
53,Private,145655
47,Private,111928
54,Self-emp-inc,100655
32,Self-emp-not-inc,110346
34,Private,87176
25,?,138813
52,Private,197065
38,Private,33755
45,Private,49591
43,Private,180816
28,Private,208385
54,Local-gov,73031
22,Private,184779
70,Self-emp-inc,182838
24,Private,273662
66,State-gov,211332
25,Self-emp-not-inc,393561
40,Private,150292
17,?,246361
43,Private,128015
46,Private,151738
43,Private,268806
28,State-gov,190021
21,Private,257372
20,Private,322394
41,Private,72881
49,Private,121234
56,Private,196079
23,Local-gov,166545
23,Self-emp-not-inc,142758
49,Private,357919
66,Private,176188
18,Self-emp-inc,25665
33,Private,33221
29,Private,90229
61,Private,128018
29,Private,47770
42,Private,174220
33,Private,329737
67,Local-gov,212824
53,?,356336
31,Private,202377
17,?,101914
26,Private,203155
24,Private,173266
20,Private,308004
51,Private,169594
53,Federal-gov,102449
63,Self-emp-not-inc,399175
31,Private,46808
31,Private,179961
23,Private,594964
28,Local-gov,47536
53,Private,264259
26,Private,342574
27,Private,101994
51,Private,140750
29,Self-emp-inc,59515
56,Federal-gov,41453
59,Private,135648
28,Self-emp-not-inc,92093
46,Local-gov,76541
61,Private,411334
32,Private,238474
83,Private,132995
25,Private,113225
45,Self-emp-not-inc,202801
32,Private,287769
52,Private,238987
31,State-gov,97630
17,Private,173521
30,Private,128106
51,Private,80444
42,Private,129513
34,?,321841
61,Self-emp-not-inc,28028
65,Private,380273
43,Local-gov,34565
39,Self-emp-inc,69748
20,Private,188826
50,Private,130077
20,Private,131503
38,Private,210514
44,Self-emp-inc,208664
26,Private,95445
36,Private,112888
17,Private,354909
23,Private,99626
77,Private,153446
52,Private,144426
51,Private,121818
19,Self-emp-inc,214835
26,Private,322404
48,Private,188463
42,Private,228151
55,Private,185889
30,Self-emp-inc,152471
23,Local-gov,64087
43,Private,88884
33,Private,50277
58,Private,154449
26,State-gov,177567
46,Private,180007
23,Private,108436
23,Private,147171
17,?,361145
36,Self-emp-not-inc,295019
34,?,80482
52,Private,204857
35,Private,221770
29,Private,170528
27,?,147818
32,Private,92779
42,Private,192275
74,Private,256825
46,Private,43588
40,Private,88903
44,Federal-gov,166728
50,Private,192203
33,Self-emp-not-inc,220792
41,Private,385302
40,Private,94234
42,Federal-gov,341262
23,Private,192844
28,Private,49746
23,Private,122257
45,Private,46496
47,Local-gov,222189
36,Private,234297
60,Self-emp-not-inc,110332
29,Local-gov,34626
19,?,21447
41,Self-emp-not-inc,196747
33,Private,166138
68,Federal-gov,187510
36,Private,102863
37,Private,130952
30,Private,285959
36,Private,201848
31,Private,52835
19,Private,39323
32,Federal-gov,195008
43,Private,119437
49,?,267781
17,Private,170840
45,Private,156951
58,Private,131764
25,Private,167283
34,Self-emp-not-inc,181286
25,Private,263892
40,Self-emp-inc,298064
28,Private,411574
26,Federal-gov,170263
36,Federal-gov,39596
22,Private,197845
59,Federal-gov,174474
32,Private,119596
28,Private,270228
34,Private,304731
31,Private,142628
62,Private,100884
48,Local-gov,235116
49,Private,62673
17,Private,134314
59,Federal-gov,194823
39,Local-gov,288071
24,Self-emp-inc,153220
24,Private,27310
37,State-gov,26781
22,Private,177304
17,Private,236958
24,Private,206993
30,Private,263227
54,Private,192673
43,Private,214529
65,Self-emp-inc,285588
46,Private,463484
43,Private,115352
24,Private,137015
26,Private,77274
26,Private,253251
31,Self-emp-inc,306766
27,Private,39350
30,Private,454587
27,State-gov,132495
49,Private,169745
40,Self-emp-not-inc,275484
33,Self-emp-inc,129474
42,Private,197033
26,State-gov,168775
17,?,305199
59,Private,225671
58,Private,127093
22,Private,360164
33,Private,196209
21,Federal-gov,165290
45,Private,215001
28,Private,57467
24,Private,124064
42,Private,302030
49,Self-emp-inc,57067
17,Private,197075
26,?,188995
41,Private,317409
23,Private,397187
22,?,380846
27,Private,162541
42,Private,267189
47,Federal-gov,550365
37,Private,218073
39,Private,208477
26,Private,53705
22,Private,135166
46,Self-emp-not-inc,64339
17,Private,447630
48,Local-gov,182324
28,Self-emp-inc,184099
36,Local-gov,191796
31,Private,192783
32,Private,41736
49,Local-gov,200406
38,Self-emp-inc,379321
30,Private,253355
42,Private,94540
63,Private,158037
34,Local-gov,227011
23,Private,293847
20,Private,136285
41,Private,49629
39,Private,184411
59,Private,61444
76,Local-gov,125982
17,?,214281
49,Private,240858
20,Self-emp-not-inc,122477
45,Private,36557
39,Self-emp-not-inc,316155
58,State-gov,124534
47,Self-emp-inc,82211
17,Private,265679
43,Private,200748
47,Private,128613
30,Private,61454
33,Private,174490
30,Self-emp-inc,266549
54,Private,15748
36,Local-gov,179291
30,Private,187884
32,Private,378659
48,Self-emp-inc,39284
42,Private,211119
26,Private,244797
24,Private,124683
19,?,157913
27,Private,70572
66,Private,158539
59,Local-gov,73443
19,Private,110701
42,Private,223736
43,Self-emp-not-inc,123713
31,Private,80954
38,Private,187886
45,Local-gov,68849
26,Private,189436
34,Private,329757
48,Federal-gov,218250
31,Private,143692
56,Self-emp-not-inc,261162
24,State-gov,329939
30,Private,154614
24,State-gov,40072
17,Private,372972
27,Private,139053
27,Self-emp-not-inc,260696
50,Private,99778
18,?,331035
41,Federal-gov,38250
46,Private,230455
52,?,190010
26,Private,101094
50,Private,182384
40,Private,34807
58,Private,336496
29,Private,69279
43,Self-emp-inc,204509
18,Private,311964
19,Private,86530
32,?,110474
51,Local-gov,182861
18,Private,37612
28,Private,143065
43,Private,79934
30,Private,97363
30,Self-emp-not-inc,165554
78,Federal-gov,200270
45,Private,88244
40,Local-gov,164684
52,Private,189628
44,Private,255682
49,Federal-gov,162842
29,Local-gov,433947
53,Private,52728
28,Private,122300
30,Self-emp-inc,37383
26,Private,105464
48,Private,191816
43,Private,318812
24,Private,139481
20,Private,72128
44,Private,33651
42,Private,189943
39,Private,336855
38,Private,257086
30,Private,368291
26,Federal-gov,58369
26,Private,109309
41,Private,290152
36,Private,103761
40,Self-emp-inc,246963
39,Private,153032
42,Private,367398
35,Self-emp-not-inc,104435
43,Private,273111
28,Self-emp-inc,184959
24,State-gov,82918
26,Private,115836
57,Local-gov,134652
27,Self-emp-inc,318300
48,Private,253272
31,Private,391772
26,Private,122360
28,Private,126634
25,Private,136114
50,Private,253373
34,Private,254330
51,?,418880
43,Private,98903
21,Private,114002
39,Self-emp-inc,384953
35,Self-emp-not-inc,194467
63,Private,101530
57,Private,372089
31,Private,230499
51,Private,170362
17,?,210132
27,?,98296
19,Private,206079
39,Private,315585
46,Federal-gov,175897
27,?,334074
48,Private,185275
50,Private,206388
37,Federal-gov,98097
54,Local-gov,368815
33,Self-emp-not-inc,285991
52,Private,171070
63,Private,210378
55,Private,180958
49,Private,189820
38,Local-gov,404171
29,Private,181978
51,Self-emp-inc,169898
26,Private,213631
24,?,208320
31,Private,151622
20,?,153686
54,Private,85709
46,Federal-gov,106244
55,Private,95284
39,Private,446495
75,Private,139875
31,Self-emp-not-inc,69617
33,Private,320947
62,Private,37278
26,Private,142185
73,Self-emp-not-inc,109623
29,Private,174340
44,Private,159048
42,Private,38155
38,Federal-gov,115398
31,Local-gov,256171
36,Private,161749
47,Private,275251
31,Private,208251
48,Private,179187
28,Private,88927
48,Private,197450
56,Local-gov,131355
61,Private,24323
23,Private,304995
41,Private,113895
19,Self-emp-not-inc,48922
18,Private,56191
34,State-gov,116675
38,Private,254465
53,Private,95211
32,Private,239103
59,Self-emp-inc,31639
52,Self-emp-not-inc,275144
27,Private,155594
52,Private,35280
56,Federal-gov,50807
42,Self-emp-inc,74200
25,Private,81551
36,Private,243321
38,Private,168203
52,Self-emp-not-inc,282490
32,Self-emp-not-inc,183540
58,Local-gov,228849
22,Private,271919
58,Private,91248
25,Private,308955
19,Private,27603
29,Private,125959
48,Local-gov,137327
28,Local-gov,248716
26,Federal-gov,204000
17,Private,131678
28,Local-gov,332023
31,Self-emp-inc,200287
43,Private,291718
24,Private,36282
17,?,162683
20,Self-emp-inc,174780
50,Private,47264
22,Private,256795
20,Private,336340
27,Private,183880
30,Private,151753
47,Private,184829
25,Private,38028
30,Private,96120
28,Private,299520
24,?,28851
61,Private,89518
29,Private,18445
21,Private,184335
31,Private,103891
28,Private,99391
20,?,192220
50,Private,188316
41,Self-emp-inc,250390
18,?,324636
29,Self-emp-inc,116549
29,Private,194747
63,Private,167475
53,Private,258350
57,Local-gov,151386
44,Federal-gov,220835
24,Private,222869
36,Private,150401
43,Private,62276
76,Private,105280
43,Self-emp-inc,189702
25,Private,372034
28,Private,82979
22,Private,184908
21,Private,52055
32,Private,210215
34,Private,175432
51,Private,290590
45,Private,150329
38,Private,191504
23,Private,119765
17,?,160503
46,Private,171449
25,?,82245
39,Private,368074
30,Private,302353
54,Federal-gov,48980
18,Local-gov,359772
29,Private,118813
26,Private,115740
40,Federal-gov,156131
56,?,131321
38,Private,358489
21,Private,204567
25,?,258776
29,Self-emp-inc,238904
41,Private,207516
17,Private,419061
38,Private,523336
26,Private,102971
47,Private,174742
42,Private,176545
76,Private,268327
29,Private,50310
35,Local-gov,217859
19,?,83468
53,Private,166716
37,Self-emp-inc,243112
58,Private,176000
27,Private,219405
20,Private,204234
25,Private,273264
36,State-gov,61399
35,Local-gov,257012
42,Private,84776
61,Self-emp-not-inc,164646
40,Self-emp-not-inc,89321
57,Local-gov,131826
61,Private,127997
28,Private,39813
28,Private,324056
47,Private,236539
50,Federal-gov,188643
38,Private,217392
39,Local-gov,36767
52,Private,24660
19,Private,79734
41,Private,83198
41,Private,47535
61,Private,76716
48,Private,187385
21,Local-gov,383480
32,Private,81832
23,Private,333905
31,Private,189275
31,Private,328345
26,Private,102941
40,Private,173775
18,Private,459671
75,Self-emp-inc,165245
57,Private,151158
35,Private,65355
28,Private,29022
21,?,281292
27,Private,116368
