age,type_employer,fnlwgt
25,Private,181576
24,Private,19513
51,Federal-gov,914061
31,Local-gov,85057
18,Private,163460
35,Private,186815
32,Private,262153
56,Private,202435
35,Private,153790
20,Private,329530
53,Private,229247
28,Private,67386
46,Private,171550
38,Private,258761
25,Private,228608
43,Private,83411
36,Self-emp-not-inc,28738
36,Private,170174
50,Private,189107
35,Private,210150
51,Private,210940
26,Private,379246
23,Self-emp-inc,216889
25,Private,53147
37,Local-gov,176949
36,Private,186934
23,Private,410439
28,Local-gov,98590
21,?,180339
48,Private,101299
23,Private,340543
19,Private,263340
38,Private,589809
17,Private,143791
39,Self-emp-not-inc,230329
61,Private,167138
28,Private,328518
48,Private,166929
35,Private,212465
30,Private,234753
51,Self-emp-inc,213296
23,Private,277328
57,Private,113090
25,State-gov,152503
67,Self-emp-inc,106175
27,Private,54861
42,Private,318255
51,Local-gov,227261
35,Private,170195
36,Self-emp-not-inc,90159
32,Private,390157
32,Private,195000
47,Private,159726
35,Self-emp-inc,242080
55,Private,194290
39,Private,194404
33,Private,309582
56,Private,134195
32,Private,352542
27,Private,115831
27,Self-emp-not-inc,147452
22,Private,174461
66,Private,250226
38,Private,107302
47,Local-gov,543162
31,Private,217460
25,Private,98283
27,Private,127833
45,Private,358259
29,Private,201017
39,State-gov,171482
47,Private,189680
45,Self-emp-not-inc,328051
34,Private,104509
79,?,163140
47,Self-emp-not-inc,178319
24,?,196388
67,Self-emp-not-inc,252842
56,Self-emp-inc,220896
31,Private,231263
39,Private,356838
40,Local-gov,244522
18,Private,332763
51,State-gov,42017
23,Private,449432
22,Private,161508
41,Private,308550
32,Private,226696
22,?,201959
29,Private,128509
50,Private,137299
57,Self-emp-not-inc,57071
47,Federal-gov,282830
27,Private,101618
56,Private,220187
35,State-gov,150488
30,Private,103200
24,Private,47791
24,Private,326587
29,Private,198210
42,Private,325353
38,Self-emp-not-inc,175732
55,Local-gov,209535
50,Private,173754
52,Private,177858
46,Private,279661
23,Private,215395
25,Private,213412
60,Self-emp-not-inc,176839
32,Private,125279
25,Private,394503
20,?,116773
21,Private,108687
35,Private,232036
24,Private,243368
56,Private,82050
20,Private,107242
26,Private,82246
31,Private,118941
22,Private,103805
47,Self-emp-not-inc,152752
33,Private,123291
62,Private,141308
44,Private,262656
45,Private,189564
55,Self-emp-not-inc,99551
63,Self-emp-not-inc,33487
29,Private,202878
50,Private,211319
20,Private,39615
31,Private,329301
26,Private,197967
59,Private,42959
44,Local-gov,277144
18,Federal-gov,201686
45,Private,194698
34,Private,260560
29,Private,114158
30,Self-emp-not-inc,429281
27,Local-gov,151626
29,State-gov,67053
40,Federal-gov,134307
30,Private,224377
26,Private,113571
45,Private,196584
50,Private,93690
29,Private,204663
47,Local-gov,56482
18,Private,39302
25,Private,248990
28,Self-emp-not-inc,35032
30,Private,65278
39,Self-emp-inc,117555
27,Private,194515
46,Private,189762
26,Private,88449
43,Local-gov,115511
37,Private,117528
32,Private,137367
17,Private,181129
60,Local-gov,227232
40,Private,83411
22,Private,366139
40,Private,193995
44,Private,271756
40,Private,138975
28,Private,185061
53,Private,177727
34,Private,155151
45,Private,78507
23,Private,208826
40,Private,68111
22,Private,91733
61,?,347089
30,Private,182833
21,Private,180060
29,Private,175738
21,Private,70261
34,Private,35683
46,Private,202560
30,Private,173350
47,Private,318360
19,Private,325217
61,Private,215944
51,Private,63081
27,Private,190525
46,Private,212944
57,Private,187138
34,Private,193036
42,State-gov,104663
54,Local-gov,129972
26,Private,160445
26,Private,139992
25,Private,120268
52,Self-emp-not-inc,194995
39,Self-emp-not-inc,109766
44,Private,210648
50,Private,97741
47,Private,148549
35,State-gov,80771
27,Private,359155
19,Private,211355
30,Private,398019
47,Private,168337
68,Private,152053
38,Private,300975
18,State-gov,76142
23,Private,76432
38,Private,103323
47,Private,177858
35,Private,170797
47,Private,241832
50,State-gov,143822
26,Private,107827
19,Private,372483
35,Self-emp-not-inc,133935
24,Private,201680
42,Private,259643
45,Self-emp-not-inc,33234
26,Private,164488
26,Private,34112
48,Self-emp-not-inc,353012
40,Local-gov,99666
51,Self-emp-inc,338260
21,Private,209483
55,Private,118993
54,Self-emp-inc,263925
43,Local-gov,43998
35,Private,102268
40,Private,104196
20,?,30796
22,Private,214635
65,Private,200408
41,State-gov,92717
64,Self-emp-not-inc,169604
35,Private,341643
32,Private,90969
24,Private,223515
21,Private,147280
27,Private,295799
39,Private,352248
55,Local-gov,171328
22,Private,234970
57,Private,96779
38,Self-emp-not-inc,201328
39,Private,174368
44,Private,116391
55,Self-emp-not-inc,271795
39,Self-emp-not-inc,497525
19,Private,178147
36,Self-emp-not-inc,350103
34,Private,34080
60,Self-emp-not-inc,69887
18,Private,37720
25,Private,213383
19,Private,238144
34,Federal-gov,284703
20,Private,129240
33,Private,118941
68,Local-gov,202699
56,Private,100776
50,Private,145409
23,?,243190
37,Self-emp-not-inc,53553
51,Local-gov,159755
48,Private,141511
28,Private,153546
44,Federal-gov,399155
38,Private,33394
49,Local-gov,37353
28,Private,181659
44,Private,99830
25,Private,172581
48,Private,352614
53,Private,191025
54,Local-gov,238257
41,Private,283174
24,Private,190290
37,Private,172722
18,?,245274
26,Self-emp-not-inc,221626
58,Private,104476
63,Private,50349
25,Private,266820
43,Self-emp-not-inc,96129
38,Local-gov,201410
24,Private,99844
28,Private,109282
44,Private,57600
26,Private,211695
30,Private,99928
35,Private,261241
26,Private,97153
23,Private,129345
39,Local-gov,106297
59,Private,146391
69,Private,370888
24,Private,73928
60,Private,193235
32,Private,303942
20,Private,236804
31,Private,176711
41,Local-gov,352056
22,Private,138768
56,Private,170324
52,Local-gov,137753
53,Private,103586
61,Private,71209
35,Private,89508
37,Private,356250
48,Private,208662
56,Private,59469
30,Self-emp-not-inc,85708
65,Private,113293
26,Local-gov,250551
21,Private,211601
19,Private,140985
56,Private,117881
38,Private,190174
44,Local-gov,360884
25,Private,248990
17,Private,153021
47,Private,33794
34,Private,176117
43,Private,575172
21,Private,102766
30,Private,139012
29,Local-gov,214385
18,Private,152004
31,Private,243142
44,State-gov,59460
31,Private,32406
37,Private,506830
52,Self-emp-not-inc,156882
48,Private,77404
32,Private,221680
34,Private,61272
39,Private,153997
45,Private,71145
45,State-gov,67544
36,Local-gov,102729
64,Private,47589
40,Private,82161
47,Local-gov,165822
24,Private,149396
38,Private,99233
47,Self-emp-inc,116927
70,Self-emp-not-inc,380498
17,Private,178953
20,Private,143604
38,Private,103323
35,Self-emp-inc,65624
35,Private,108140
21,Private,216129
33,Private,276221
32,Self-emp-not-inc,127295
35,Private,148903
37,Private,218188
61,Private,162391
34,State-gov,62327
23,Private,256211
55,Private,175942
30,Self-emp-not-inc,146161
48,Private,242406
65,Self-emp-not-inc,144822
34,Private,173730
54,Private,378747
49,Private,34377
36,Private,437909
44,State-gov,96249
30,Private,193246
24,Private,214810
40,Self-emp-inc,115411
30,?,159159
35,Private,337286
27,Local-gov,105830
59,State-gov,192258
33,Private,104509
54,Self-emp-not-inc,103179
55,Private,171355
58,Private,223400
27,Private,107218
25,Private,97952
36,Private,163396
30,Private,348618
41,Private,118484
45,Self-emp-inc,192835
46,Private,174209
31,Private,243678
29,Private,167716
45,Private,112305
52,Private,149908
44,Local-gov,196797
36,Private,410489
27,Private,704108
22,Private,191324
45,Private,230979
23,Private,48988
53,Private,539864
39,Private,258102
55,Private,174533
41,Private,223548
49,Private,176341
27,State-gov,315640
61,Self-emp-not-inc,176965
33,Private,150154
33,Private,178587
26,Federal-gov,52322
19,Private,264527
33,Private,183557
51,Private,274502
62,Private,96460
38,Private,218188
63,Private,106141
36,Private,398931
20,Private,123173
31,Private,258849
42,Private,227065
39,Private,19914
23,Private,196508
42,Private,127314
29,Private,176683
49,Local-gov,186539
21,?,334593
44,Private,207578
28,Private,163265
37,Private,166497
41,Private,197907
34,Private,198634
28,Private,193158
25,Private,160261
33,Federal-gov,206392
29,Self-emp-not-inc,389857
60,Private,137344
46,Local-gov,354962
44,Private,346594
21,Private,180339
53,Private,106176
25,?,344719
57,Private,175942
39,Private,453686
24,Self-emp-not-inc,172047
27,Private,102889
47,Private,249935
23,Private,289982
30,Private,87469
19,Private,258633
40,Private,205047
53,Private,394474
17,?,103851
22,Private,152878
50,Private,410186
19,Private,238474
36,Private,297449
58,Private,156873
28,Private,339372
47,Self-emp-not-inc,321851
51,Private,203435
41,Private,231689
21,Private,391312
43,Private,55213
17,Private,148345
23,Private,314823
25,Private,109112
58,Private,187487
53,Private,163678
23,Private,110677
57,Private,142791
39,Private,138192
47,Self-emp-not-inc,102359
38,Private,198170
32,Private,179415
59,Private,380357
37,Local-gov,156261
20,Private,53878
27,Private,229803
28,Private,201861
36,State-gov,89625
64,State-gov,143880
30,Self-emp-not-inc,112358
39,Local-gov,123983
34,?,181934
19,Private,205830
32,Private,185177
46,Self-emp-inc,328216
31,Private,162572
28,Private,65171
46,Private,192768
20,Private,447488
25,Private,346159
61,Private,316359
52,Private,154342
42,Private,324421
44,State-gov,342510
51,Private,126010
35,Private,207202
60,Federal-gov,38749
31,?,317761
41,Private,146659
25,Private,29020
47,Private,98012
59,Private,100313
41,Private,84610
23,?,194031
43,Federal-gov,56063
26,Private,90277
37,Private,379522
27,Private,388998
29,Private,270421
47,Private,161311
35,Private,285000
42,Local-gov,131167
19,Private,89295
55,Private,177380
26,Private,105059
45,Private,50162
49,Self-emp-not-inc,199326
41,Self-emp-not-inc,186909
44,Private,118212
33,Private,110978
49,Private,132576
28,Private,139568
50,Private,462966
28,Local-gov,257124
31,Private,117659
36,Private,48268
21,Private,272237
36,Private,129150
55,Private,101338
46,Private,134727
18,Private,263024
60,Private,184242
46,Private,151325
25,Private,138765
50,Private,221495
57,Private,195835
39,Private,108419
61,Self-emp-inc,253101
43,Self-emp-inc,209547
27,Private,501172
46,Private,153536
52,Private,311350
35,Local-gov,199674
25,Private,178025
31,Private,87891
47,Self-emp-not-inc,132589
24,Private,379066
28,Private,113635
46,State-gov,106705
59,Private,112798
53,Local-gov,20676
55,Private,119344
17,Private,207637
32,Private,216145
59,Federal-gov,101626
42,Private,153160
32,Self-emp-not-inc,45604
42,Private,234633
28,Private,171067
38,Private,452353
33,Private,189843
29,Private,46987
51,Private,90363
47,Private,133969
46,Private,57929
90,?,166343
50,Local-gov,226497
53,State-gov,197184
55,Private,223613
32,Private,227012
30,Self-emp-not-inc,55176
52,Private,163948
33,State-gov,425785
56,Private,41100
21,Private,200153
38,Private,179488
32,Private,199963
27,Private,80165
64,Self-emp-not-inc,219661
34,Private,150324
25,Private,393456
44,Private,77373
47,Local-gov,39986
22,Private,251196
55,Private,199067
38,Private,216572
43,Private,355431
47,State-gov,149337
24,Private,291407
31,Private,193215
52,Self-emp-not-inc,40200
24,Private,604537
28,Private,212640
47,Local-gov,140644
19,Private,264593
24,Private,1085515
54,Private,118108
59,Private,158813
29,Private,29732
73,Self-emp-not-inc,228899
17,Private,136363
44,Local-gov,339346
38,Private,205852
38,Local-gov,218184
33,Private,67072
28,Local-gov,133136
42,Private,163322
38,Federal-gov,198841
76,Private,328227
19,Private,175507
34,Private,177216
68,Private,128472
27,Self-emp-not-inc,32280
33,Local-gov,220430
25,State-gov,99076
21,Private,153542
52,Local-gov,278522
47,Private,193047
38,Private,311523
37,Private,246677
19,State-gov,116385
64,State-gov,222966
49,Private,142287
38,Self-emp-not-inc,349951
53,Private,199720
36,Private,117312
35,Private,115803
55,Private,217241
52,Local-gov,71489
31,Private,103642
29,Private,190756
39,Private,108540
35,Private,198841
18,Private,115725
20,?,250037
23,State-gov,241951
53,State-gov,50048
33,Private,182556
50,State-gov,289207
51,Private,337195
46,Private,199378
40,Private,137142
28,Local-gov,220754
61,Self-emp-not-inc,142988
30,Local-gov,19302
28,Private,105817
44,Self-emp-inc,223881
26,Private,389856
30,Private,366065
18,Self-emp-not-inc,212207
58,Private,127264
76,?,211574
47,Private,224752
52,Private,99184
45,Private,223319
54,Self-emp-not-inc,118365
26,?,137951
40,Private,196344
24,Private,311311
48,Private,176026
21,Private,479296
58,Local-gov,100054
22,?,195532
24,Private,230229
46,Private,369538
28,Private,421967
39,Private,230467
54,Federal-gov,35576
55,Self-emp-inc,298449
29,Private,89030
38,Private,275338
90,Private,313986
63,?,205110
37,Local-gov,65291
45,Private,273435
25,Private,185836
21,Private,344891
61,Private,185584
44,Self-emp-inc,223881
40,Private,222011
28,Private,171356
44,Self-emp-not-inc,172479
42,Private,143342
41,State-gov,176155
21,Private,512828
40,Local-gov,33155
63,Private,200474
49,Private,168211
33,Private,245777
28,Private,55360
27,Private,253814
52,Private,128871
36,Private,69481
32,Local-gov,19302
20,Private,201799
20,Private,79691
33,Private,137088
40,Private,193882
52,Self-emp-not-inc,141820
44,Self-emp-not-inc,190290
32,Self-emp-not-inc,168782
44,Private,259674
47,Self-emp-not-inc,229394
41,Private,188307
25,Private,149486
53,Private,320510
32,Self-emp-not-inc,48014
30,Private,123178
22,Private,148294
55,Self-emp-inc,103948
66,Private,236879
56,Private,187487
17,Private,142912
31,Private,77143
42,Private,211450
38,Self-emp-inc,105044
35,Local-gov,742903
18,Private,98044
37,Private,66686
29,Private,1268339
24,Private,202959
17,?,130969
70,Self-emp-inc,223275
38,Private,65466
41,Private,290660
36,Self-emp-not-inc,52870
33,Private,176711
60,Private,76127
65,Private,475775
47,Private,45564
26,Private,176756
19,?,52114
23,Private,67958
67,Private,224984
37,Self-emp-not-inc,164526
51,Self-emp-not-inc,132341
40,Private,352971
29,Private,140927
24,Private,360077
28,Private,126743
49,Private,403112
44,Private,203761
41,Private,171234
44,Private,302424
55,Private,256953
68,?,257269
33,Private,229716
36,Private,178487
18,?,276864
26,Private,262617
45,State-gov,35969
29,Private,157950
46,Private,86220
36,Private,732569
27,?,249463
35,Self-emp-not-inc,111095
47,Local-gov,352614
32,State-gov,167049
46,Private,163324
64,Private,69525
75,?,128224
50,Private,159650
20,Private,233624
38,Local-gov,287658
36,Private,220237
34,Private,207301
63,Private,161563
42,Local-gov,245307
42,Private,121264
27,Private,147951
26,Private,266912
20,Private,228306
64,Private,110110
39,Private,57691
18,Private,109928
39,Private,24106
47,Local-gov,171095
37,Private,356824
36,Local-gov,251091
26,Private,139098
36,Private,49837
62,State-gov,199198
39,Private,137522
54,Self-emp-inc,357596
30,State-gov,157990
29,Private,154571
50,Federal-gov,69614
50,Local-gov,30682
27,Private,255476
33,Private,112305
41,Private,109539
69,State-gov,170458
48,Private,273828
31,Private,202450
56,?,169278
49,Private,47403
22,Private,333910
68,Private,186943
52,Self-emp-inc,230767
82,Self-emp-inc,130329
31,Private,121321
17,Local-gov,161955
35,Local-gov,27763
19,?,128453
27,Private,177351
27,Private,191782
63,Private,198206
30,Private,97723
61,Private,668362
25,Private,25386
40,Private,117917
22,Private,253310
54,Self-emp-not-inc,42924
20,?,337488
40,Private,176602
19,Private,277708
23,Private,345577
70,?,262502
24,Local-gov,155818
24,Private,190709
43,Private,129573
36,Private,102729
17,Private,28544
17,Federal-gov,29078
26,Private,464552
30,Private,34574
31,Self-emp-not-inc,162551
44,Private,115323
39,Federal-gov,472166
45,Private,131309
41,Local-gov,271927
22,Private,321031
48,Private,283737
41,Self-emp-not-inc,251305
40,Private,101593
49,Local-gov,107231
20,?,114746
42,Federal-gov,208470
34,Private,60567
49,Private,247294
31,Private,201122
53,Private,23686
36,Private,134367
23,Private,334105
24,Private,236149
42,Private,280167
21,Private,349041
52,Private,192445
55,Private,377113
19,Private,378114
19,Private,227491
45,Private,137946
30,Self-emp-not-inc,31510
36,Self-emp-not-inc,129150
25,Local-gov,182380
19,Private,256979
20,Private,180052
37,Private,108366
33,Self-emp-not-inc,192256
40,Private,254167
24,Private,224059
34,Private,258675
45,Private,189792
33,Private,214129
83,Self-emp-inc,240150
22,Private,155913
37,Private,312271
47,Private,213140
35,Private,356838
59,Private,110820
63,Self-emp-not-inc,144391
32,?,78374
32,Private,205390
40,Self-emp-not-inc,36104
31,Private,257644
70,Private,170428
62,Private,170969
26,Private,112847
23,Private,157145
60,Federal-gov,129379
38,Private,241962
29,Private,234972
42,Private,236110
49,Private,72333
42,State-gov,367292
20,Private,291979
61,Self-emp-not-inc,171840
21,Private,23813
71,Private,93202
40,Private,321856
54,Private,161691
18,Private,232082
44,Self-emp-not-inc,158555
35,Private,80680
21,Local-gov,244074
28,Local-gov,149991
66,Self-emp-not-inc,183249
17,Private,275051
50,Private,165050
34,Private,105493
66,?,128614
56,Private,174533
39,Private,196673
25,Private,182866
26,Federal-gov,206983
28,Private,198583
37,Private,353550
27,Private,193898
30,Private,303867
23,Private,315476
63,?,231777
27,Private,253814
46,Local-gov,216647
20,Private,178469
30,Private,430283
33,Private,174463
23,Private,308647
25,Private,165622
38,Private,136081
29,Private,154411
42,State-gov,116493
39,State-gov,252662
19,Private,206546
67,Self-emp-inc,325373
46,Private,166181
48,Local-gov,85341
38,Private,383239
44,Self-emp-inc,120277
40,Private,147206
62,?,176753
19,?,48393
47,Private,158924
49,Self-emp-not-inc,111959
60,?,174073
42,Self-emp-not-inc,177307
22,Private,311311
29,Private,367329
50,State-gov,392668
41,Private,255824
81,Self-emp-not-inc,123959
47,Private,116641
42,Private,175935
37,State-gov,211286
25,Private,311124
28,Private,157391
52,Self-emp-inc,49069
25,Private,48280
28,Self-emp-not-inc,398918
39,Self-emp-not-inc,190023
31,Private,193132
45,Self-emp-not-inc,123088
26,Private,297991
50,Private,137815
27,Private,213921
35,Private,176756
56,Private,97541
47,Private,227310
38,Private,277347
26,Private,50103
33,Private,239781
20,Private,238384
32,Self-emp-not-inc,56328
52,State-gov,231166
55,Local-gov,30636
36,Private,185405
39,Private,358753
48,Private,168216
36,Self-emp-not-inc,150371
49,Local-gov,46537
39,Local-gov,153976
30,Self-emp-not-inc,96480
24,?,172152
23,Private,199070
22,Private,185279
29,Private,443858
22,?,140001
19,Private,386492
26,Private,181655
22,Private,211798
51,Local-gov,168539
26,Private,366889
23,Private,495888
40,Self-emp-not-inc,223881
51,Private,177927
50,State-gov,137815
55,Local-gov,84564
43,Private,176452
21,Private,182614
22,Private,121076
58,Private,126104
27,Self-emp-not-inc,208577
26,Private,165418
47,Private,379118
47,Private,177087
30,Private,432565
44,Private,138975
22,Self-emp-not-inc,123440
66,Private,135446
25,Private,273876
53,Self-emp-inc,134854
30,Local-gov,181372
30,Private,209103
45,Self-emp-inc,204196
39,Private,98077
23,?,35633
39,Private,301070
77,?,172744
37,Private,166549
41,Private,46870
70,Private,210673
19,State-gov,165289
23,Private,175183
45,Self-emp-inc,271901
39,Private,355468
74,Private,175945
33,Private,180656
49,Private,228583
55,Private,81865
21,Private,251603
25,Private,390657
46,Private,149640
31,Private,230912
65,Local-gov,24824
41,Private,201981
73,?,145748
36,Private,166606
26,Private,86483
52,Private,215656
51,Private,237630
43,Private,196084
65,?,293385
49,?,111282
41,Private,187881
41,Private,207578
38,Self-emp-not-inc,151322
42,Private,137698
35,Private,143589
42,Self-emp-not-inc,32546
43,Private,56651
23,Private,234302
30,Private,95299
36,Self-emp-inc,192251
35,Private,187711
28,Private,132078
23,Private,365881
48,Private,118158
51,Private,63685
40,Private,202466
29,Private,161155
49,Self-emp-inc,182211
42,Local-gov,298885
54,Self-emp-not-inc,278230
61,Private,34632
32,Private,187560
75,Private,191446
48,Private,313925
28,Private,213236
35,Private,352188
30,Private,188398
46,Private,72896
50,Federal-gov,111700
38,Private,227615
47,Private,156926
61,Self-emp-inc,187124
34,Private,251421
22,Private,293136
40,Private,56072
34,Private,100882
49,Private,411273
30,Private,117028
22,Private,174975
52,Private,225317
20,Private,176321
21,Private,109199
28,Private,338376
25,Private,313930
27,Private,116372
43,Private,172401
19,Private,112432
34,Private,106761
44,Private,126199
67,Private,257557
38,Private,374524
24,Private,376393
27,State-gov,68393
61,Private,230292
36,Private,218542
33,Local-gov,100446
43,Private,303051
25,Federal-gov,339956
24,Private,403865
39,Private,347434
21,Private,277530
47,Self-emp-not-inc,39986
25,Private,182227
25,?,161235
52,Private,232024
42,Self-emp-inc,170721
41,Private,145441
42,Self-emp-not-inc,30759
45,Private,32356
37,Self-emp-inc,329980
35,Self-emp-not-inc,468713
43,Private,119297
23,Private,109430
27,Private,242097
35,Private,152909
26,Private,341672
44,Federal-gov,201435
53,Private,176185
60,Federal-gov,237317
41,Private,124956
46,Private,96773
20,Federal-gov,26585
43,Private,54611
47,Private,120781
43,Private,153489
51,Private,146767
57,Self-emp-inc,119253
34,?,146589
45,Private,135339
26,Private,257910
58,Private,250206
50,Private,137192
19,Private,318002
34,Private,127651
23,Private,103064
17,Private,143331
34,Private,150154
32,State-gov,253354
37,State-gov,151322
21,Private,291232
26,Private,322547
60,Private,245062
39,Local-gov,177728
30,Private,92531
57,Self-emp-not-inc,25124
50,Private,102615
43,Local-gov,260696
26,?,211798
40,Private,182140
22,Private,278021
34,Private,297094
43,Private,187728
22,?,77873
47,Private,21906
