sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;50;Black;Married-civ-spouse;Higher education;North America;Government;Other-service;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
*;*;*;*;*;*;*;Adm-clerical;*
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Tech-support;<=50K
Female;50;White;Separated;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;Black;Married-civ-spouse;Higher education;North America;Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Craft-repair;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
*;*;*;*;*;*;*;Exec-managerial;*
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Divorced;Higher education;North America;Government;Exec-managerial;>50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Tech-support;>50K
Male;50;White;Married-civ-spouse;Primary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Tech-support;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Adm-clerical;<=50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Female;50;Black;Separated;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Farming-fishing;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Sales;<=50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Craft-repair;>50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Protective-serv;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Higher education;North America;Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Craft-repair;<=50K
Female;50;Black;Divorced;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Protective-serv;>50K
Male;50;White;Never-married;Higher education;North America;Government;Handlers-cleaners;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;>50K
Female;50;White;Divorced;Higher education;Europe;Non-Government;Exec-managerial;<=50K
Male;50;Black;Never-married;Secondary education;North America;Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;>50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Female;50;White;Never-married;Secondary education;North America;Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;>50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Male;50;Black;Married-civ-spouse;Higher education;North America;Government;Craft-repair;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;<=50K
*;*;*;*;*;*;*;Exec-managerial;*
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Prof-specialty;>50K
Male;50;Black;Never-married;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;>50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Female;50;Black;Divorced;Higher education;North America;Non-Government;Tech-support;<=50K
*;*;*;*;*;*;*;Prof-specialty;*
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;Asian-Pac-Islander;Married-civ-spouse;Higher education;North America;Non-Government;Craft-repair;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Female;50;Black;Never-married;Secondary education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Widowed;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Divorced;Higher education;North America;Government;Adm-clerical;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Female;50;Asian-Pac-Islander;Never-married;Higher education;Asia;Non-Government;Exec-managerial;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;Black;Separated;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;Black;Separated;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
*;*;*;*;*;*;*;Exec-managerial;*
*;*;*;*;*;*;*;Exec-managerial;*
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;>50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Other-service;<=50K
Male;50;White;Never-married;Higher education;North America;Government;Exec-managerial;<=50K
*;*;*;*;*;*;*;Protective-serv;*
Male;50;White;Never-married;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Female;50;White;Widowed;Higher education;North America;Government;Prof-specialty;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Protective-serv;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Prof-specialty;>50K
Female;50;White;Married-spouse-absent;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;Black;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;Black;Never-married;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;Black;Married-civ-spouse;Higher education;North America;Government;Exec-managerial;>50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Adm-clerical;<=50K
Male;50;Black;Never-married;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Adm-clerical;>50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Exec-managerial;<=50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Prof-specialty;>50K
Female;50;Black;Divorced;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;Black;Married-civ-spouse;Higher education;North America;Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Tech-support;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Tech-support;<=50K
Male;50;White;Married-civ-spouse;Primary education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Never-married;Higher education;North America;Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Female;50;White;Never-married;Higher education;North America;Government;Prof-specialty;<=50K
Female;50;White;Divorced;Secondary education;North America;Government;Adm-clerical;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;Black;Married-civ-spouse;Higher education;North America;Non-Government;Other-service;>50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Sales;>50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Government;Transport-moving;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;>50K
Female;50;Amer-Indian-Eskimo;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;Asian-Pac-Islander;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;>50K
*;*;*;*;*;*;*;Exec-managerial;*
Female;50;White;Divorced;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;Europe;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;Black;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;<=50K
*;*;*;*;*;*;*;Machine-op-inspct;*
Female;50;White;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Farming-fishing;<=50K
*;*;*;*;*;*;*;Adm-clerical;*
Female;50;White;Divorced;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Male;50;Black;Separated;Secondary education;North America;Non-Government;Transport-moving;<=50K
Female;50;Black;Divorced;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Adm-clerical;<=50K
*;*;*;*;*;*;*;Craft-repair;*
Male;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Other-service;<=50K
Female;50;White;Never-married;Higher education;North America;Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Higher education;Asia;Non-Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Exec-managerial;>50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Protective-serv;<=50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;>50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Tech-support;>50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Female;50;Black;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;<=50K
Female;50;Black;Widowed;Secondary education;North America;Government;Other-service;<=50K
Male;50;White;Never-married;Higher education;North America;Government;Adm-clerical;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Transport-moving;<=50K
Male;50;Asian-Pac-Islander;Married-civ-spouse;Secondary education;Asia;Non-Government;Farming-fishing;>50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Female;50;White;Separated;Secondary education;North America;Non-Government;Other-service;<=50K
Female;50;White;Widowed;Higher education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Craft-repair;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Exec-managerial;>50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Farming-fishing;<=50K
Male;50;White;Never-married;Higher education;North America;Government;Prof-specialty;<=50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Prof-specialty;<=50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Craft-repair;>50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Exec-managerial;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Machine-op-inspct;>50K
Female;50;White;Never-married;Higher education;Europe;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Craft-repair;>50K
Female;50;Black;Divorced;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Sales;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Other-service;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;Secondary education;South America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;<=50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Never-married;Higher education;North America;Government;Protective-serv;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Female;50;Black;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Transport-moving;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;>50K
Female;50;Asian-Pac-Islander;Never-married;Higher education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Transport-moving;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Sales;>50K
Female;50;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Adm-clerical;<=50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Adm-clerical;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Farming-fishing;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Exec-managerial;>50K
Female;50;Black;Divorced;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Married-civ-spouse;Primary education;North America;Non-Government;Machine-op-inspct;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Tech-support;<=50K
Female;50;White;Widowed;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Divorced;Secondary education;North America;Non-Government;Transport-moving;<=50K
Female;50;White;Never-married;Secondary education;North America;Non-Government;Exec-managerial;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Farming-fishing;<=50K
Female;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Handlers-cleaners;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Transport-moving;<=50K
Male;50;Black;Never-married;Higher education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Never-married;Primary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;Black;Never-married;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Craft-repair;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Protective-serv;>50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Farming-fishing;<=50K
Female;50;Black;Never-married;Higher education;North America;Government;Protective-serv;<=50K
Male;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
*;*;*;*;*;*;*;Other-service;*
Male;50;White;Never-married;Higher education;North America;Non-Government;Prof-specialty;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Transport-moving;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Government;Adm-clerical;>50K
*;*;*;*;*;*;*;Other-service;*
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Tech-support;>50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Secondary education;Europe;Non-Government;Craft-repair;<=50K
Female;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Prof-specialty;>50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Transport-moving;<=50K
Male;50;White;Divorced;Higher education;North America;Non-Government;Exec-managerial;>50K
Male;50;White;Married-spouse-absent;Secondary education;North America;Non-Government;Sales;<=50K
Male;50;White;Married-civ-spouse;Secondary education;North America;Non-Government;Craft-repair;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Higher education;North America;Non-Government;Sales;<=50K
Female;50;White;Divorced;Higher education;North America;Non-Government;Exec-managerial;>50K
Female;50;White;Divorced;Secondary education;North America;Non-Government;Sales;<=50K
Female;50;White;Never-married;Higher education;North America;Government;Adm-clerical;<=50K
Male;50;White;Never-married;Secondary education;North America;Non-Government;Other-service;<=50K
Male;50;White;Married-civ-spouse;Higher education;North America;Government;Machine-op-inspct;>50K
Male;50;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Machine-op-inspct;<=50K
Male;50;Black;Never-married;Secondary education;North America;Non-Government;Craft-repair;<=50K
